id,target
8563,-24
8564,-15
8565,-12
8566,-21
8568,-2
8569,-19
8573,-5
8583,-18
8588,-10
8590,-6
8592,6
8593,-16
8594,19
8597,-12
8600,4
8601,-9
8602,14
8603,18
8604,10
8605,-16
8611,-12
8614,-9
8616,-3
8617,-14
8619,20
8626,-16
8629,-20
8630,-25
8632,-10
8634,11
8641,5
8645,8
8649,18
8652,28
8666,6
8671,-22
8672,19
8675,-13
8678,-19
8679,27
8682,0
8687,17
8701,1
8703,-7
8707,-14
8713,-3
8716,-16
8719,-14
8725,-2
8730,-8
8731,-3
8748,-22
8749,-18
8756,0
8764,-5
8765,-13
8769,6
8771,-24
8772,-33
8773,-17
8779,-21
8792,-24
8794,5
8796,-16
8798,0
8803,-11
8807,3
8809,-21
8811,-16
8813,-17
8814,-21
8818,-12
8819,2
8820,-2
8821,-17
8822,-17
8824,11
8826,6
8827,-21
8828,13
8833,-13
8834,-7
8845,-5
8847,0
8849,-4
8861,5
8867,-4
8868,-19
8870,0
8873,-22
8874,-5
8876,0
8877,-9
8879,-26
8882,-12
8884,-11
8889,-8
8891,-18
8894,-4
8895,-1
8897,-12
8898,-4
8901,2
8904,14
8909,-22
8910,19
8911,4
8915,9
8917,-10
8918,-13
8919,5
8922,1
8925,10
8928,-16
8929,-14
8930,6
8932,4
8937,3
8940,7
8943,-29
8950,-23
8951,9
8954,-30
8958,22
8960,6
8964,2
8975,-1
8977,-1
8981,-12
8982,-2
8984,0
8988,-10
8990,-1
8991,-14
8995,-6
8997,-12
9003,-22
9004,5
9010,-15
9011,-20
9013,-7
9014,-14
9015,-19
9017,11
9019,0
9021,-29
9024,-25
9032,-31
9035,2
9036,-13
9037,-16
9043,25
9046,21
9048,25
9049,21
9050,18
9056,1
9063,-8
9065,16
9066,23
9068,-6
9069,20
9070,1
9073,16
9076,24
9091,0
9092,-4
9104,43
9105,43
9108,43
9111,39
9115,35
9117,39
9122,29
9125,22
9127,-4
9129,16
9133,37
9136,33
9138,16
9140,29
9147,21
9150,29
9152,27
9153,24
9155,27
9158,9
9160,42
9163,17
9165,30
9167,-16
9168,14
9170,28
9176,32
9178,25
9184,26
9186,35
9188,28
9189,27
9190,37
9196,-5
9198,-5
9199,18
9200,4
9201,-5
9202,20
9204,-6
9205,24
9213,14
9214,20
9224,12
9227,16
9228,31
9229,16
9234,27
9236,-13
9241,19
9243,-9
9245,-7
9256,-12
9258,5
9261,-24
9274,4
9279,12
9282,-11
9284,-12
9285,-14
9291,-20
9295,-4
9299,-14
9302,15
9304,-25
9305,-17
9306,-17
9310,6
9312,-14
9316,9
9318,9
9323,-4
9326,4
9327,-10
9328,2
9331,12
9335,-14
9336,-6
9340,15
9349,3
9352,-15
9353,-27
9354,-5
9356,-9
9357,-17
9358,8
9359,-17
9364,-13
9366,27
9369,-2
9370,-1
9379,-15
9381,-14
9383,-3
9389,-20
9390,-11
9392,15
9394,17
9398,22
9399,6
9400,-16
9407,3
9409,-9
9412,2
9413,6
9415,15
9419,22
9423,-7
9424,-1
9426,-12
9427,28
9428,5
9429,-7
9433,11
9437,6
9440,-16
9442,12
9443,13
9444,7
9447,3
9459,-20
9461,0
9462,-26
9464,0
9473,-12
9475,23
9476,-7
9477,-16
9478,6
9479,-8
9483,2
9487,-6
9494,13
9497,25
9498,15
9506,5
9512,-14
9514,17
9515,14
9516,22
9517,15
9518,-14
9521,-13
9523,-14
9527,-12
9528,10
9530,-2
9532,-1
9534,3
9535,1
9536,21
9543,3
9544,-6
9545,17
9546,-1
9549,-15
9558,-1
9560,2
9561,4
9570,0
9573,2
9578,4
9584,-3
9587,-5
9588,-14
9599,-7
9601,-13
9604,-15
9614,33
9615,32
9621,21
9622,-16
9623,21
9624,5
9626,15
9628,18
9630,-16
9631,13
9633,21
9635,20
9637,24
9641,-20
9647,14
9648,26
9649,-24
9658,-20
9662,11
9668,7
9671,-26
9676,14
9677,11
9679,2
9682,11
9685,-24
9689,-7
9692,-12
9693,-25
9694,-32
9696,-9
9700,-9
9711,21
9713,-10
9720,1
9721,0
9725,5
9726,-12
9727,-10
9735,2
9740,25
9742,26
9743,3
9747,22
9748,24
9751,27
9758,-26
9767,-9
9768,-2
9773,1
9777,13
9781,0
9784,-3
9786,6
9789,3
9792,-25
9793,-21
9798,-14
9799,1
9802,-5
9803,-17
9804,-1
9805,-9
9807,1
9809,-5
9811,-20
9814,3
9817,-6
9821,-5
9824,0
9825,16
9827,-9
9839,4
9840,-14
9843,-4
9844,-5
9845,-18
9847,-24
9848,-13
9851,-17
9852,5
9855,-5
9856,-24
9863,-22
9867,-7
9871,-10
9876,-33
9879,-11
9882,-19
9891,-5
9892,-8
9893,-19
9895,-6
9899,-20
9900,-6
9902,-8
9903,-20
9904,-16
9908,7
9913,-17
9914,20
9917,-22
9922,24
9924,-12
9926,0
9927,6
9928,-16
9929,-8
9936,0
9939,-13
9947,-5
9951,15
9954,-25
9956,-15
9957,-4
9959,-16
9962,-17
9964,-16
9966,-1
9968,-1
9969,3
9970,12
9975,-5
9977,-13
9981,6
9993,-11
9996,-10
9997,13
9999,0
10002,-12
10007,18
10015,-23
10019,7
10022,-25
10024,-12
10026,-15
10033,15
10043,0
10046,-25
10051,-11
10053,14
10062,14
10063,24
10065,20
10068,19
10078,-11
10086,-10
10094,0
10095,20
10096,14
10097,19
10103,20
10104,16
10108,-19
10122,-21
10123,-10
10128,7
10131,-23
10133,-27
10134,15
10135,-18
10145,-4
10148,-24
10154,4
10155,7
10158,20
10160,20
10161,7
10162,25
10165,23
10166,27
10167,-3
10170,9
10178,26
10180,6
10181,18
10185,12
10188,6
10190,18
10196,0
10200,-13
10205,14
10211,-29
10216,-15
10219,15
10221,-24
10225,0
10227,4
10228,14
10230,29
10232,16
10233,17
10235,-9
10238,18
10240,16
10242,8
10248,-2
10254,-6
10257,-22
10261,-1
10262,0
10266,-8
10267,16
10271,-10
10277,-19
10279,7
10281,11
10282,-3
10285,-14
10292,0
10298,10
10300,10
10309,0
10311,-21
10312,-30
10319,-17
10324,1
10326,-4
10328,-13
10343,-19
10346,-12
10347,3
10353,-19
10354,3
10356,2
10357,23
10362,-19
10363,25
10370,-4
10373,-12
10386,-9
10388,-3
10389,-28
10391,-13
10397,-9
10400,-11
10403,-2
10404,-23
10408,-14
10417,-18
10425,-4
10435,21
10437,24
10438,7
10440,-12
10442,-5
10447,13
10452,24
10453,-1
10454,12
10459,20
10460,30
10463,-5
10465,1
10469,9
10474,-11
10475,7
10476,6
10477,9
10480,19
10491,8
10493,-10
10494,22
10495,9
10497,-9
10501,19
10504,-10
10507,10
10509,27
10510,8
10512,-19
10514,-10
10526,9
10528,16
10530,-17
10531,7
10532,17
10538,-8
10539,-19
10542,-18
10547,-14
10549,6
10556,-23
10569,-15
10572,-15
10577,1
10579,-28
10586,21
10594,7
10595,17
10597,-20
10602,21
10604,7
10614,-10
10617,15
10618,9
10619,13
10624,16
10633,15
10634,24
10635,-8
10638,-20
10639,-6
10642,-10
10643,21
10645,22
10646,-33
10649,-41
10652,7
10653,-37
10654,-8
10661,24
10664,27
10668,7
10670,-11
10674,-12
10683,-1
10694,-26
10697,5
10699,-24
10701,-12
10703,7
10713,-9
10714,-2
10716,-15
10717,-25
10719,-7
10725,-3
10728,8
10734,-5
10738,28
10740,28
10742,23
10756,33
10757,28
10758,28
10761,32
10762,-8
10773,31
10778,27
10781,12
10791,-28
10792,-18
10796,-1
10797,-1
10801,-19
10804,-12
10806,-26
10807,-17
10816,-12
10820,-9
10828,-7
10836,27
10838,25
10845,16
10856,33
10857,5
10858,18
10861,-7
10865,14
10868,26
10874,15
10875,13
